max # buckets,actual # buckets,overall err,weighted res. consumption,latency (cycles),LUTs (%),FFs (%),BRAM (%),DSPs (%),maxres,(bucket type : per bucket err)
22,22,395.9430186,0.093011659,22,20.41346154,15.91826923,0.00,0.00,20.413462,(<class '__main__.CoarseGrainedSimpleBucket'> : 26.997471979332175) (<class '__main__.CoarseGrainedSimpleBucket'> : 83.99203434519625) (<class '__main__.CoarseGrainedSimpleBucket'> : 460.9560744017832) (<class '__main__.CoarseGrainedSimpleBucket'> : 1103.8947401146065) (<class '__main__.CoarseGrainedSimpleBucket'> : 954.9089537686821) (<class '__main__.CoarseGrainedSimpleBucket'> : 360.9656193933854) (<class '__main__.CoarseGrainedSimpleBucket'> : 7.999284523953602) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 76.99273612335355) (<class '__main__.CoarseGrainedSimpleBucket'> : 979.9069250491121) (<class '__main__.CoarseGrainedSimpleBucket'> : 40.996136051468845) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999522980418074) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.999952302592327) 
23,23,375.3020372,0.097239462,23,21.34134615,16.64182692,0.00,0.00,21.341346,(<class '__main__.CoarseGrainedSimpleBucket'> : 24.997556477771575) (<class '__main__.CoarseGrainedSimpleBucket'> : 76.99237022137179) (<class '__main__.CoarseGrainedSimpleBucket'> : 386.96145730874184) (<class '__main__.CoarseGrainedSimpleBucket'> : 859.9142866779406) (<class '__main__.CoarseGrainedSimpleBucket'> : 1148.8854655295959) (<class '__main__.CoarseGrainedSimpleBucket'> : 486.95148861963037) (<class '__main__.CoarseGrainedSimpleBucket'> : 12.998753306133361) (<class '__main__.CoarseGrainedSimpleBucket'> : 1.9998503983142784) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 231.97698556334453) (<class '__main__.CoarseGrainedSimpleBucket'> : 855.9151085142416) (<class '__main__.CoarseGrainedSimpleBucket'> : 10.998952777517252) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999501333931423) 
24,24,352.3682883,0.101467264,24,22.26923077,17.36538462,0.00,0.00,22.269231,(<class '__main__.CoarseGrainedSimpleBucket'> : 24.997450176971903) (<class '__main__.CoarseGrainedSimpleBucket'> : 63.9933912708171) (<class '__main__.CoarseGrainedSimpleBucket'> : 333.9652961369367) (<class '__main__.CoarseGrainedSimpleBucket'> : 718.9252310024183) (<class '__main__.CoarseGrainedSimpleBucket'> : 1198.8752798009675) (<class '__main__.CoarseGrainedSimpleBucket'> : 588.9387616912092) (<class '__main__.CoarseGrainedSimpleBucket'> : 63.993405907044234) (<class '__main__.CoarseGrainedSimpleBucket'> : 5.999427592635457) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 47.99509115635338) (<class '__main__.CoarseGrainedSimpleBucket'> : 454.95285322493424) (<class '__main__.CoarseGrainedSimpleBucket'> : 590.939105784817) (<class '__main__.CoarseGrainedSimpleBucket'> : 4.999531667107954) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999479640951905) 
25,25,358.0922967,0.105695067,25,23.19711538,18.08894231,0.00,0.00,23.197115,(<class '__main__.CoarseGrainedSimpleBucket'> : 24.997344032358452) (<class '__main__.CoarseGrainedSimpleBucket'> : 54.99409182358915) (<class '__main__.CoarseGrainedSimpleBucket'> : 290.9685122516717) (<class '__main__.CoarseGrainedSimpleBucket'> : 602.9346927202289) (<class '__main__.CoarseGrainedSimpleBucket'> : 1211.8686782093728) (<class '__main__.CoarseGrainedSimpleBucket'> : 649.9296003568803) (<class '__main__.CoarseGrainedSimpleBucket'> : 156.98304881475627) (<class '__main__.CoarseGrainedSimpleBucket'> : 6.999295357488139) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 164.98225252131758) (<class '__main__.CoarseGrainedSimpleBucket'> : 899.9029292597061) (<class '__main__.CoarseGrainedSimpleBucket'> : 32.99647639470931) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999457921127126) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999457979890656) 
26,26,338.3481745,0.10992287,26,24.125,18.8125,0.00,0.00,24.125000,(<class '__main__.CoarseGrainedSimpleBucket'> : 21.997575965666677) (<class '__main__.CoarseGrainedSimpleBucket'> : 54.993855350105434) (<class '__main__.CoarseGrainedSimpleBucket'> : 230.974015971743) (<class '__main__.CoarseGrainedSimpleBucket'> : 523.9409846109861) (<class '__main__.CoarseGrainedSimpleBucket'> : 1197.8650004961971) (<class '__main__.CoarseGrainedSimpleBucket'> : 662.9253172205376) (<class '__main__.CoarseGrainedSimpleBucket'> : 298.96635854226565) (<class '__main__.CoarseGrainedSimpleBucket'> : 5.999379900312622) (<class '__main__.CoarseGrainedSimpleBucket'> : 1.9998308834925174) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 24.997278318590833) (<class '__main__.CoarseGrainedSimpleBucket'> : 290.96736548800527) (<class '__main__.CoarseGrainedSimpleBucket'> : 771.9135379262511) (<class '__main__.CoarseGrainedSimpleBucket'> : 10.998816170795964) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999436286253393) 
27,27,318.1436113,0.114150672,27,25.05288462,19.53605769,0.00,0.00,25.052885,(<class '__main__.CoarseGrainedSimpleBucket'> : 17.99795118286005) (<class '__main__.CoarseGrainedSimpleBucket'> : 47.9944389192536) (<class '__main__.CoarseGrainedSimpleBucket'> : 187.97805209217395) (<class '__main__.CoarseGrainedSimpleBucket'> : 483.9434015197464) (<class '__main__.CoarseGrainedSimpleBucket'> : 1083.8731628966016) (<class '__main__.CoarseGrainedSimpleBucket'> : 743.912966676994) (<class '__main__.CoarseGrainedSimpleBucket'> : 410.9519524935407) (<class '__main__.CoarseGrainedSimpleBucket'> : 17.997957448278232) (<class '__main__.CoarseGrainedSimpleBucket'> : 4.99947310184795) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 88.9896862927347) (<class '__main__.CoarseGrainedSimpleBucket'> : 660.9230092927779) (<class '__main__.CoarseGrainedSimpleBucket'> : 343.96042322226333) (<class '__main__.CoarseGrainedSimpleBucket'> : 4.99947310184795) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999414639856671) 
28,28,317.8805357,0.118378475,28,25.98076923,20.25961538,0.00,0.00,25.980769,(<class '__main__.CoarseGrainedSimpleBucket'> : 14.998239547051654) (<class '__main__.CoarseGrainedSimpleBucket'> : 41.994961455696235) (<class '__main__.CoarseGrainedSimpleBucket'> : 150.98173009147683) (<class '__main__.CoarseGrainedSimpleBucket'> : 444.94604027275136) (<class '__main__.CoarseGrainedSimpleBucket'> : 875.8937169123054) (<class '__main__.CoarseGrainedSimpleBucket'> : 908.8897139255349) (<class '__main__.CoarseGrainedSimpleBucket'> : 491.9403307061037) (<class '__main__.CoarseGrainedSimpleBucket'> : 62.992428255181714) (<class '__main__.CoarseGrainedSimpleBucket'> : 6.9992107374375925) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 5.999352401509177) (<class '__main__.CoarseGrainedSimpleBucket'> : 217.97368520191858) (<class '__main__.CoarseGrainedSimpleBucket'> : 847.8976234168942) (<class '__main__.CoarseGrainedSimpleBucket'> : 25.996903652441524) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999392890750132) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.999939296445751) 
29,29,301.892332,0.122606278,29,26.90865385,20.98317308,0.00,0.00,26.908654,(<class '__main__.CoarseGrainedSimpleBucket'> : 13.99830242442807) (<class '__main__.CoarseGrainedSimpleBucket'> : 39.99503301237238) (<class '__main__.CoarseGrainedSimpleBucket'> : 127.98396927466689) (<class '__main__.CoarseGrainedSimpleBucket'> : 408.9486401959529) (<class '__main__.CoarseGrainedSimpleBucket'> : 707.9110461700511) (<class '__main__.CoarseGrainedSimpleBucket'> : 1022.8714396956748) (<class '__main__.CoarseGrainedSimpleBucket'> : 537.9324146174657) (<class '__main__.CoarseGrainedSimpleBucket'> : 131.98347844139028) (<class '__main__.CoarseGrainedSimpleBucket'> : 5.999308310231043) (<class '__main__.CoarseGrainedSimpleBucket'> : 1.9998113593129283) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 55.99305836898962) (<class '__main__.CoarseGrainedSimpleBucket'> : 333.95819981751026) (<class '__main__.CoarseGrainedSimpleBucket'> : 698.9127830745911) (<class '__main__.CoarseGrainedSimpleBucket'> : 9.998805260621843) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999371286661225) 
30,30,304.4549588,0.12683408,30,27.83653846,21.70673077,0.00,0.00,27.836538,(<class '__main__.CoarseGrainedSimpleBucket'> : 12.99837398780105) (<class '__main__.CoarseGrainedSimpleBucket'> : 36.9952520366739) (<class '__main__.CoarseGrainedSimpleBucket'> : 113.98523691764515) (<class '__main__.CoarseGrainedSimpleBucket'> : 362.95285269995946) (<class '__main__.CoarseGrainedSimpleBucket'> : 614.9200660691449) (<class '__main__.CoarseGrainedSimpleBucket'> : 1043.8642585831453) (<class '__main__.CoarseGrainedSimpleBucket'> : 534.9304753921928) (<class '__main__.CoarseGrainedSimpleBucket'> : 270.9648237975874) (<class '__main__.CoarseGrainedSimpleBucket'> : 4.9994145617975) (<class '__main__.CoarseGrainedSimpleBucket'> : 2.9996747579647636) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 164.97870372005593) (<class '__main__.CoarseGrainedSimpleBucket'> : 881.8858695284458) (<class '__main__.CoarseGrainedSimpleBucket'> : 46.99399196007334) (<class '__main__.CoarseGrainedSimpleBucket'> : 4.9994145617975) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.999934961464599) 
31,31,292.4386504,0.131061883,31,28.76442308,22.43028846,0.00,0.00,28.764423,(<class '__main__.CoarseGrainedSimpleBucket'> : 10.998588619132148) (<class '__main__.CoarseGrainedSimpleBucket'> : 33.995497013638456) (<class '__main__.CoarseGrainedSimpleBucket'> : 100.98649103205707) (<class '__main__.CoarseGrainedSimpleBucket'> : 321.95679224900476) (<class '__main__.CoarseGrainedSimpleBucket'> : 545.9266857706804) (<class '__main__.CoarseGrainedSimpleBucket'> : 1047.859195279021) (<class '__main__.CoarseGrainedSimpleBucket'> : 547.9264106846308) (<class '__main__.CoarseGrainedSimpleBucket'> : 358.9518190345666) (<class '__main__.CoarseGrainedSimpleBucket'> : 24.996717085161865) (<class '__main__.CoarseGrainedSimpleBucket'> : 5.999260607755209) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 37.99500112159321) (<class '__main__.CoarseGrainedSimpleBucket'> : 228.96939181931324) (<class '__main__.CoarseGrainedSimpleBucket'> : 809.891785774251) (<class '__main__.CoarseGrainedSimpleBucket'> : 20.997244072423257) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999327844059063) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.999932793440564) 
32,32,274.3547625,0.135289686,32,29.69230769,23.15384615,0.00,0.00,29.692308,(<class '__main__.CoarseGrainedSimpleBucket'> : 10.99854298661873) (<class '__main__.CoarseGrainedSimpleBucket'> : 33.99535142357929) (<class '__main__.CoarseGrainedSimpleBucket'> : 82.98855200639555) (<class '__main__.CoarseGrainedSimpleBucket'> : 294.9591416463273) (<class '__main__.CoarseGrainedSimpleBucket'> : 454.9369404808425) (<class '__main__.CoarseGrainedSimpleBucket'> : 1021.8582708939467) (<class '__main__.CoarseGrainedSimpleBucket'> : 616.9144668545699) (<class '__main__.CoarseGrainedSimpleBucket'> : 412.94277311735186) (<class '__main__.CoarseGrainedSimpleBucket'> : 62.991347103447744) (<class '__main__.CoarseGrainedSimpleBucket'> : 5.999236804520581) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999306205986608) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 114.98423948324711) (<class '__main__.CoarseGrainedSimpleBucket'> : 387.94643940903194) (<class '__main__.CoarseGrainedSimpleBucket'> : 585.9195093445461) (<class '__main__.CoarseGrainedSimpleBucket'> : 9.998681750213692) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999306205986608) 
33,33,277.8987956,0.139517488,33,30.62019231,23.87740385,0.00,0.00,30.620192,(<class '__main__.CoarseGrainedSimpleBucket'> : 9.998640628738698) (<class '__main__.CoarseGrainedSimpleBucket'> : 29.99577878443597) (<class '__main__.CoarseGrainedSimpleBucket'> : 70.98991200331477) (<class '__main__.CoarseGrainedSimpleBucket'> : 269.9614430109387) (<class '__main__.CoarseGrainedSimpleBucket'> : 408.9415559287204) (<class '__main__.CoarseGrainedSimpleBucket'> : 885.8733096077266) (<class '__main__.CoarseGrainedSimpleBucket'> : 721.8967754165733) (<class '__main__.CoarseGrainedSimpleBucket'> : 477.9316866409212) (<class '__main__.CoarseGrainedSimpleBucket'> : 115.98349012423856) (<class '__main__.CoarseGrainedSimpleBucket'> : 4.999356089601039) (<class '__main__.CoarseGrainedSimpleBucket'> : 2.9996422225124726) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 21.996981631938862) (<class '__main__.CoarseGrainedSimpleBucket'> : 187.9732805672454) (<class '__main__.CoarseGrainedSimpleBucket'> : 846.8794845393971) (<class '__main__.CoarseGrainedSimpleBucket'> : 36.994776391429376) (<class '__main__.CoarseGrainedSimpleBucket'> : 4.999355997449941) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.0) (<class '__main__.CoarseGrainedSimpleBucket'> : 0.9999284564477711) 
