max # buckets,actual # buckets,ground truth split strategy,overall err,weighted res. consumption,latency (cycles),LUTs (%),FFs (%),BRAM (%),DSPs (%),(bucket type : per bucket err)
6,6,depth-distinct,4.582121061050783,0.056098001979724345,24,19.557692307692307,7.788461538461538,600.0,0.0,(<class '__main__.FineGrainedBucket'> : 7.1756291001570025) (<class '__main__.FineGrainedBucket'> : 5.8331622794687235) (<class '__main__.FineGrainedBucket'> : 5.760768386734219) (<class '__main__.FineGrainedBucket'> : 2.0732142864891467) (<class '__main__.FineGrainedBucket'> : 7.769886080931982) (<class '__main__.FineGrainedBucket'> : 1.6923560438805663) 
7,7,depth-distinct,4.957429803463261,0.06544766897634506,28,22.817307692307693,9.086538461538462,700.0,0.0,(<class '__main__.FineGrainedBucket'> : 7.763586529107147) (<class '__main__.FineGrainedBucket'> : 2.497330514109064) (<class '__main__.FineGrainedBucket'> : 7.867720076388682) (<class '__main__.FineGrainedBucket'> : 5.9029370253886375) (<class '__main__.FineGrainedBucket'> : 7.467366758032175) (<class '__main__.FineGrainedBucket'> : 4.885420111151256) (<class '__main__.FineGrainedBucket'> : 1.5444741642163007) 
8,8,depth-distinct,3.3336595257232227,0.07479733597296578,32,26.076923076923077,10.384615384615385,800.0,0.0,(<class '__main__.FineGrainedBucket'> : 4.719396518234149) (<class '__main__.FineGrainedBucket'> : 1.8233874729208228) (<class '__main__.FineGrainedBucket'> : 6.767462990314054) (<class '__main__.FineGrainedBucket'> : 6.444321646495203) (<class '__main__.FineGrainedBucket'> : 1.729431708815693) (<class '__main__.FineGrainedBucket'> : 5.442880150170376) (<class '__main__.FineGrainedBucket'> : 1.957199201642053) (<class '__main__.FineGrainedBucket'> : 1.393827970147176) 
9,9,depth-distinct,3.1604018431468353,0.0841470029695865,36,29.336538461538463,11.682692307692308,900.0,0.0,(<class '__main__.FineGrainedBucket'> : 4.973477603321512) (<class '__main__.FineGrainedBucket'> : 2.338072093955346) (<class '__main__.FineGrainedBucket'> : 6.79556809795421) (<class '__main__.FineGrainedBucket'> : 2.866816922998841) (<class '__main__.FineGrainedBucket'> : 3.605986079192355) (<class '__main__.FineGrainedBucket'> : 2.302527661554611) (<class '__main__.FineGrainedBucket'> : 5.662984480016176) (<class '__main__.FineGrainedBucket'> : 1.6182286479636063) (<class '__main__.FineGrainedBucket'> : 1.253633711800231) 
10,10,depth-distinct,2.7157320512742125,0.09349666996620722,40,32.59615384615385,12.980769230769232,1000.0,0.0,(<class '__main__.FineGrainedBucket'> : 5.024425792731264) (<class '__main__.FineGrainedBucket'> : 3.5171252232427532) (<class '__main__.FineGrainedBucket'> : 4.202084878671527) (<class '__main__.FineGrainedBucket'> : 4.131746515198285) (<class '__main__.FineGrainedBucket'> : 3.1756893456691864) (<class '__main__.FineGrainedBucket'> : 1.3969373162121828) (<class '__main__.FineGrainedBucket'> : 5.045400288701239) (<class '__main__.FineGrainedBucket'> : 3.6454163194927447) (<class '__main__.FineGrainedBucket'> : 1.3239609641843137) (<class '__main__.FineGrainedBucket'> : 1.123279893146559) 
11,11,depth-distinct,2.6139679051853464,0.10284633696282797,44,35.855769230769226,14.278846153846153,1100.0,0.0,(<class '__main__.FineGrainedBucket'> : 4.17824005199041) (<class '__main__.FineGrainedBucket'> : 3.736341716036998) (<class '__main__.FineGrainedBucket'> : 0.9444358401535214) (<class '__main__.FineGrainedBucket'> : 4.110761640611088) (<class '__main__.FineGrainedBucket'> : 3.485119058829187) (<class '__main__.FineGrainedBucket'> : 3.7274341675469995) (<class '__main__.FineGrainedBucket'> : 1.8604600386561396) (<class '__main__.FineGrainedBucket'> : 6.093520927447572) (<class '__main__.FineGrainedBucket'> : 1.960696939923267) (<class '__main__.FineGrainedBucket'> : 0.8319513609918551) (<class '__main__.FineGrainedBucket'> : 0.999703449932952) 
12,12,depth-distinct,2.435258950364141,0.11219600395944869,48,39.11538461538461,15.576923076923077,1200.0,0.0,(<class '__main__.FineGrainedBucket'> : 3.0102487237669844) (<class '__main__.FineGrainedBucket'> : 4.824316302990903) (<class '__main__.FineGrainedBucket'> : 1.3242348348666948) (<class '__main__.FineGrainedBucket'> : 4.1036773005641916) (<class '__main__.FineGrainedBucket'> : 3.0062195441859245) (<class '__main__.FineGrainedBucket'> : 3.292592167579608) (<class '__main__.FineGrainedBucket'> : 1.168056640952597) (<class '__main__.FineGrainedBucket'> : 1.7307542491012569) (<class '__main__.FineGrainedBucket'> : 6.526450885515713) (<class '__main__.FineGrainedBucket'> : 1.1505800168893325) (<class '__main__.FineGrainedBucket'> : 0.9335426730181902) (<class '__main__.FineGrainedBucket'> : 0.8810814095150538) 
13,13,depth-distinct,2.1366091479762996,0.1215456709560694,52,42.375,16.875,1300.0,0.0,(<class '__main__.FineGrainedBucket'> : 2.187741834663719) (<class '__main__.FineGrainedBucket'> : 5.423255012688603) (<class '__main__.FineGrainedBucket'> : 1.729307772770355) (<class '__main__.FineGrainedBucket'> : 3.7579446705406867) (<class '__main__.FineGrainedBucket'> : 3.0217544546203876) (<class '__main__.FineGrainedBucket'> : 3.4271555648547714) (<class '__main__.FineGrainedBucket'> : 2.0392588197697807) (<class '__main__.FineGrainedBucket'> : 1.4841087265305601) (<class '__main__.FineGrainedBucket'> : 3.516037856561848) (<class '__main__.FineGrainedBucket'> : 3.4398031016438146) (<class '__main__.FineGrainedBucket'> : 0.9856550565198194) (<class '__main__.FineGrainedBucket'> : 0.8532955200005516) (<class '__main__.FineGrainedBucket'> : 0.8765114159338298) 
14,14,depth-distinct,2.095471355559693,0.13089533795269012,56,45.63461538461539,18.173076923076923,1400.0,0.0,(<class '__main__.FineGrainedBucket'> : 2.058228603760341) (<class '__main__.FineGrainedBucket'> : 5.727390620233542) (<class '__main__.FineGrainedBucket'> : 2.0488273475420042) (<class '__main__.FineGrainedBucket'> : 0.7534011889406982) (<class '__main__.FineGrainedBucket'> : 4.754318784322491) (<class '__main__.FineGrainedBucket'> : 3.369258274932937) (<class '__main__.FineGrainedBucket'> : 3.4086533048901266) (<class '__main__.FineGrainedBucket'> : 0.7499679625359287) (<class '__main__.FineGrainedBucket'> : 1.3662199554798071) (<class '__main__.FineGrainedBucket'> : 4.133468091086252) (<class '__main__.FineGrainedBucket'> : 2.9435830465857262) (<class '__main__.FineGrainedBucket'> : 0.8226871377033722) (<class '__main__.FineGrainedBucket'> : 0.7750571116974084) (<class '__main__.FineGrainedBucket'> : 0.8737055495122734) 
15,15,depth-distinct,2.0739231563348324,0.14024500494931083,60,48.89423076923077,19.471153846153847,1500.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.3820411380748698) (<class '__main__.FineGrainedBucket'> : 5.9807233275643) (<class '__main__.FineGrainedBucket'> : 1.6427494047792346) (<class '__main__.FineGrainedBucket'> : 0.7698306415186974) (<class '__main__.FineGrainedBucket'> : 4.6632475101672775) (<class '__main__.FineGrainedBucket'> : 3.129952135489226) (<class '__main__.FineGrainedBucket'> : 3.49741502361678) (<class '__main__.FineGrainedBucket'> : 1.822145916192413) (<class '__main__.FineGrainedBucket'> : 1.1769538770218935) (<class '__main__.FineGrainedBucket'> : 1.2843626006022404) (<class '__main__.FineGrainedBucket'> : 5.131605094664899) (<class '__main__.FineGrainedBucket'> : 1.226217946749052) (<class '__main__.FineGrainedBucket'> : 0.692600744979674) (<class '__main__.FineGrainedBucket'> : 0.7110722920714269) (<class '__main__.FineGrainedBucket'> : 0.8706717573340306) 
16,16,depth-distinct,1.9981679222012652,0.14959467194593157,64,52.15384615384615,20.76923076923077,1600.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.3478806297209545) (<class '__main__.FineGrainedBucket'> : 6.224079445066325) (<class '__main__.FineGrainedBucket'> : 1.8718310599002188) (<class '__main__.FineGrainedBucket'> : 0.8836564645660515) (<class '__main__.FineGrainedBucket'> : 4.597678451945815) (<class '__main__.FineGrainedBucket'> : 0.9134880418718824) (<class '__main__.FineGrainedBucket'> : 2.5035106250543255) (<class '__main__.FineGrainedBucket'> : 3.5193535151690165) (<class '__main__.FineGrainedBucket'> : 0.801207849799061) (<class '__main__.FineGrainedBucket'> : 1.1054022076759644) (<class '__main__.FineGrainedBucket'> : 3.1527555870856774) (<class '__main__.FineGrainedBucket'> : 4.376917626902245) (<class '__main__.FineGrainedBucket'> : 1.4044151811765733) (<class '__main__.FineGrainedBucket'> : 0.7492256725608061) (<class '__main__.FineGrainedBucket'> : 0.6630550199494106) (<class '__main__.FineGrainedBucket'> : 0.6128298780639977) 
17,17,depth-distinct,1.7685106124868761,0.15894433894255228,68,55.41346153846154,22.067307692307693,1700.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.2242221101454163) (<class '__main__.FineGrainedBucket'> : 4.501547429891847) (<class '__main__.FineGrainedBucket'> : 1.9082116863900491) (<class '__main__.FineGrainedBucket'> : 1.2826010855064334) (<class '__main__.FineGrainedBucket'> : 1.3063114611425288) (<class '__main__.FineGrainedBucket'> : 3.654986492901179) (<class '__main__.FineGrainedBucket'> : 2.443666319610926) (<class '__main__.FineGrainedBucket'> : 2.6446439918708737) (<class '__main__.FineGrainedBucket'> : 1.5421081652291764) (<class '__main__.FineGrainedBucket'> : 0.8606265079198568) (<class '__main__.FineGrainedBucket'> : 1.2935713856471163) (<class '__main__.FineGrainedBucket'> : 4.4918265589190005) (<class '__main__.FineGrainedBucket'> : 3.2609202379936337) (<class '__main__.FineGrainedBucket'> : 1.1385564852397632) (<class '__main__.FineGrainedBucket'> : 0.8240362122113803) (<class '__main__.FineGrainedBucket'> : 0.6216267314801541) (<class '__main__.FineGrainedBucket'> : 0.6117287910182558) 
18,18,depth-distinct,1.730289720597532,0.168294005939173,72,58.67307692307693,23.365384615384617,1800.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.2366394205605988) (<class '__main__.FineGrainedBucket'> : 4.626426934177748) (<class '__main__.FineGrainedBucket'> : 2.026171828989542) (<class '__main__.FineGrainedBucket'> : 1.0058382680320859) (<class '__main__.FineGrainedBucket'> : 0.7618320243096801) (<class '__main__.FineGrainedBucket'> : 3.66492931914719) (<class '__main__.FineGrainedBucket'> : 2.2361935930111914) (<class '__main__.FineGrainedBucket'> : 1.7500974726884653) (<class '__main__.FineGrainedBucket'> : 2.543656058111275) (<class '__main__.FineGrainedBucket'> : 0.8496911308672207) (<class '__main__.FineGrainedBucket'> : 0.9114731971895957) (<class '__main__.FineGrainedBucket'> : 1.282523370425557) (<class '__main__.FineGrainedBucket'> : 4.92263043149957) (<class '__main__.FineGrainedBucket'> : 2.8706837595235637) (<class '__main__.FineGrainedBucket'> : 0.9128163480146885) (<class '__main__.FineGrainedBucket'> : 0.6534173390763586) (<class '__main__.FineGrainedBucket'> : 0.5855359507944158) (<class '__main__.FineGrainedBucket'> : 0.6106059248799494) 
19,19,depth-distinct,1.7281807246094063,0.17764367293579372,76,61.93269230769231,24.66346153846154,1900.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.2482367200713889) (<class '__main__.FineGrainedBucket'> : 4.697148205613361) (<class '__main__.FineGrainedBucket'> : 1.5371610542081664) (<class '__main__.FineGrainedBucket'> : 1.298181824454354) (<class '__main__.FineGrainedBucket'> : 0.7755163549748544) (<class '__main__.FineGrainedBucket'> : 3.572049517905869) (<class '__main__.FineGrainedBucket'> : 0.599011127650458) (<class '__main__.FineGrainedBucket'> : 2.680291000877957) (<class '__main__.FineGrainedBucket'> : 2.768738572921566) (<class '__main__.FineGrainedBucket'> : 1.3917453980630234) (<class '__main__.FineGrainedBucket'> : 0.5931116966521137) (<class '__main__.FineGrainedBucket'> : 0.9995282509274666) (<class '__main__.FineGrainedBucket'> : 2.7562285845782006) (<class '__main__.FineGrainedBucket'> : 5.166574127293454) (<class '__main__.FineGrainedBucket'> : 1.292872770734068) (<class '__main__.FineGrainedBucket'> : 0.7465344245665151) (<class '__main__.FineGrainedBucket'> : 0.67780447845011) (<class '__main__.FineGrainedBucket'> : 0.9088265288211363) (<class '__main__.FineGrainedBucket'> : 0.6096353452782153) 
20,20,depth-distinct,1.7615033749415254,0.18699333993241443,80,65.1923076923077,25.961538461538463,2000.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.2601752730959734) (<class '__main__.FineGrainedBucket'> : 4.681322148985991) (<class '__main__.FineGrainedBucket'> : 1.9265025370366509) (<class '__main__.FineGrainedBucket'> : 1.5419484504773506) (<class '__main__.FineGrainedBucket'> : 0.7788749200973983) (<class '__main__.FineGrainedBucket'> : 3.051428571031204) (<class '__main__.FineGrainedBucket'> : 3.25193898217092) (<class '__main__.FineGrainedBucket'> : 2.516557226407403) (<class '__main__.FineGrainedBucket'> : 1.8053642142248276) (<class '__main__.FineGrainedBucket'> : 2.5481056989012347) (<class '__main__.FineGrainedBucket'> : 0.5634854321614475) (<class '__main__.FineGrainedBucket'> : 0.7423061482236195) (<class '__main__.FineGrainedBucket'> : 1.2881743482335537) (<class '__main__.FineGrainedBucket'> : 4.824405929738112) (<class '__main__.FineGrainedBucket'> : 3.554027474334433) (<class '__main__.FineGrainedBucket'> : 1.2113805375291367) (<class '__main__.FineGrainedBucket'> : 0.6378747246868984) (<class '__main__.FineGrainedBucket'> : 0.6761242143574475) (<class '__main__.FineGrainedBucket'> : 0.8451384689109673) (<class '__main__.FineGrainedBucket'> : 0.6088890823645098) 
21,21,depth-distinct,1.7220844673425468,0.1963430069290352,84,68.45192307692308,27.259615384615383,2100.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.2717598291168661) (<class '__main__.FineGrainedBucket'> : 4.745545932143835) (<class '__main__.FineGrainedBucket'> : 2.0861896416715635) (<class '__main__.FineGrainedBucket'> : 1.2587540678901086) (<class '__main__.FineGrainedBucket'> : 0.8205980190908101) (<class '__main__.FineGrainedBucket'> : 0.7361262846829367) (<class '__main__.FineGrainedBucket'> : 4.068932544390666) (<class '__main__.FineGrainedBucket'> : 1.7267642141058985) (<class '__main__.FineGrainedBucket'> : 2.358120031310013) (<class '__main__.FineGrainedBucket'> : 2.8862147547642327) (<class '__main__.FineGrainedBucket'> : 0.866026615553652) (<class '__main__.FineGrainedBucket'> : 0.6274823716288584) (<class '__main__.FineGrainedBucket'> : 1.1852997507140781) (<class '__main__.FineGrainedBucket'> : 1.280860871829429) (<class '__main__.FineGrainedBucket'> : 5.000993869075787) (<class '__main__.FineGrainedBucket'> : 3.519121923312164) (<class '__main__.FineGrainedBucket'> : 0.9781049377397768) (<class '__main__.FineGrainedBucket'> : 0.6837681155879064) (<class '__main__.FineGrainedBucket'> : 0.6753411952579116) (<class '__main__.FineGrainedBucket'> : 0.7850287854783622) (<class '__main__.FineGrainedBucket'> : 0.608208301867132) 
22,22,depth-distinct,1.711694655047611,0.20569267392565593,88,71.71153846153845,28.557692307692307,2200.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.282798686212246) (<class '__main__.FineGrainedBucket'> : 3.829949998323538) (<class '__main__.FineGrainedBucket'> : 3.5118451856817767) (<class '__main__.FineGrainedBucket'> : 1.3562566179633422) (<class '__main__.FineGrainedBucket'> : 0.725836366115019) (<class '__main__.FineGrainedBucket'> : 0.5288695875784473) (<class '__main__.FineGrainedBucket'> : 3.9267661751860237) (<class '__main__.FineGrainedBucket'> : 0.5993688092309067) (<class '__main__.FineGrainedBucket'> : 2.7487336279429266) (<class '__main__.FineGrainedBucket'> : 2.107749592725054) (<class '__main__.FineGrainedBucket'> : 2.404375886797108) (<class '__main__.FineGrainedBucket'> : 0.5998194130357419) (<class '__main__.FineGrainedBucket'> : 0.5883181957456962) (<class '__main__.FineGrainedBucket'> : 1.2929071197588606) (<class '__main__.FineGrainedBucket'> : 2.300507894804864) (<class '__main__.FineGrainedBucket'> : 5.605427874458807) (<class '__main__.FineGrainedBucket'> : 2.0487931132285384) (<class '__main__.FineGrainedBucket'> : 1.1215227279678477) (<class '__main__.FineGrainedBucket'> : 0.7433093602561548) (<class '__main__.FineGrainedBucket'> : 0.6737316792691287) (<class '__main__.FineGrainedBucket'> : 0.7293140097495588) (<class '__main__.FineGrainedBucket'> : 0.6073882813362833) 
23,23,depth-distinct,1.7127119811173015,0.21504234092227661,92,74.97115384615385,29.85576923076923,2300.0,0.0,(<class '__main__.FineGrainedBucket'> : 1.2933738982013665) (<class '__main__.FineGrainedBucket'> : 2.660144058676089) (<class '__main__.FineGrainedBucket'> : 4.533847796067827) (<class '__main__.FineGrainedBucket'> : 1.3126660723388197) (<class '__main__.FineGrainedBucket'> : 0.9868627688172231) (<class '__main__.FineGrainedBucket'> : 0.5399937791293027) (<class '__main__.FineGrainedBucket'> : 2.998048756172303) (<class '__main__.FineGrainedBucket'> : 2.7178230982588194) (<class '__main__.FineGrainedBucket'> : 2.5838586313466547) (<class '__main__.FineGrainedBucket'> : 1.7039348319691618) (<class '__main__.FineGrainedBucket'> : 3.0002758305532318) (<class '__main__.FineGrainedBucket'> : 0.7342764213383675) (<class '__main__.FineGrainedBucket'> : 0.6610592845150685) (<class '__main__.FineGrainedBucket'> : 0.9740641023469042) (<class '__main__.FineGrainedBucket'> : 1.2856799434532598) (<class '__main__.FineGrainedBucket'> : 5.0261430953821185) (<class '__main__.FineGrainedBucket'> : 3.9602050727059983) (<class '__main__.FineGrainedBucket'> : 1.2929053440987213) (<class '__main__.FineGrainedBucket'> : 0.9046367967214037) (<class '__main__.FineGrainedBucket'> : 0.5743460200113784) (<class '__main__.FineGrainedBucket'> : 0.6728498671613468) (<class '__main__.FineGrainedBucket'> : 0.6812133466705895) (<class '__main__.FineGrainedBucket'> : 0.606920493223843) 
