max # buckets,actual # buckets,ground truth split strategy,overall err,weighted res. consumption,latency (cycles),LUTs (%),FFs (%),BRAM (%),DSPs (%),(bucket type : per bucket err)
23,23,depth-count,0.11095473923354365,0.8618066145374028,41,526.125,63.24278846153846,600.0,566.6666666666667,(<class '__main__.CoarseGrainedBloomBucket'> : 0.10576981626264677) (<class '__main__.FineGrainedBucket'> : 0.10515945152405748) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09930538195327213) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1030486538312835) (<class '__main__.FineGrainedBucket'> : 0.09626741944748006) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10138406932053896) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10600505834435589) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10040241611281235) (<class '__main__.FineGrainedBucket'> : 0.07573564821732358) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09577114379443331) (<class '__main__.FineGrainedBucket'> : 0.07564885731372828) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09224508686621426) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11191524224588237) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10758994008738398) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10946010339470728) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10366146609857894) (<class '__main__.FineGrainedBucket'> : 0.09864897446350127) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10307764064044152) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11278398198245061) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10842385708442623) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10406975010669019) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10725003710738985) (<class '__main__.FineGrainedBucket'> : 0.12625878545283867) 
24,24,depth-count,0.10381618335657303,2.928808921420447,39,1459.110576923077,297.1610576923077,500.0,613.3333333333334,(<class '__main__.CoarseGrainedBloomBucket'> : 0.10069520194613214) (<class '__main__.FineGrainedBucket'> : 0.10307349537669902) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09381050109768943) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1018867518287151) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.09430721033295134) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10060314039433364) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09954354839076011) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09804591949144668) (<class '__main__.FineGrainedBucket'> : 0.07156949106529505) (<class '__main__.FineGrainedBucket'> : 0.07589194963931892) (<class '__main__.FineGrainedBucket'> : 0.07200180440517792) (<class '__main__.FineGrainedBucket'> : 0.07214418510061439) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09483768599146808) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10614749826431763) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09319984249239928) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.10507036747990195) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10064669576390753) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10793850040466804) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.10202733859013358) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10409329840625306) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10473918807408004) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10038695672235755) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10190553464229005) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11401818088583904) 
25,25,depth-count,0.09516768170994483,1.731251643335857,34,957.5528846153846,151.8894230769231,300.0,726.6666666666666,(<class '__main__.CoarseGrainedBloomBucket'> : 0.09570662384014746) (<class '__main__.CoarseGrainedBloomBucket'> : 0.0966881080205468) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08717925102367251) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09634120335269664) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09155687373019748) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.09161921176618203) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08818973746611217) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09206703565099802) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08960306197901297) (<class '__main__.FineGrainedBucket'> : 0.07535405389549925) (<class '__main__.FineGrainedBucket'> : 0.07198623754694577) (<class '__main__.FineGrainedBucket'> : 0.076550292360478) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08781846196678006) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09850026414624886) (<class '__main__.CoarseGrainedBloomBucket'> : 0.0973665256290292) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09996343469924682) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08423288003881879) (<class '__main__.CoarseGrainedBloomBucket'> : 0.0992167981115794) (<class '__main__.CoarseGrainedBloomBucket'> : 0.0984601903061559) (<class '__main__.CoarseGrainedBloomBucket'> : 0.0981094964335873) (<class '__main__.CoarseGrainedBloomBucket'> : 0.0987804198687322) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09379854098882513) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09731897147378647) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09644055475384322) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09539420383169823) 
26,26,depth-count,0.0997647514023782,2.286987346965866,47,1173.4134615384614,223.52644230769232,700.0,620.0,(<class '__main__.CoarseGrainedBloomBucket'> : 0.08967544661296754) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09143446569262095) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08108108108108109) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09352554077993064) (<class '__main__.CoarseGrainedBloomBucket'> : 0.0908974146905807) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.08374007678268362) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08565830925483339) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09524230251816436) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08265069990871245) (<class '__main__.FineGrainedBucket'> : 0.07287131931227749) (<class '__main__.FineGrainedBucket'> : 0.07665026832063007) (<class '__main__.FineGrainedBucket'> : 0.0721512490174751) (<class '__main__.FineGrainedBucket'> : 0.07495856801134532) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08180982860118519) (<class '__main__.FineGrainedBucket'> : 0.06905416607037726) (<class '__main__.CoarseGrainedBloomBucket'> : 0.0882175284363167) (<class '__main__.FineGrainedBucket'> : 0.07138760815105341) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08498274477183802) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09882067425359894) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.09307861116513992) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09032879731921699) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09495123950019585) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09204810385646482) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09034331406746583) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08899516989746974) (<class '__main__.FineGrainedBucket'> : 0.12639783966819335) 
27,27,depth-count,0.08609399436602334,2.9949028796817876,48,1495.4278846153845,303.0192307692308,700.0,646.6666666666666,(<class '__main__.CoarseGrainedBloomBucket'> : 0.08552078717855506) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08609050615933926) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08005867501494827) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08896302546065353) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09091947953012196) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.0773725356626854) (<class '__main__.CoarseGrainedBloomBucket'> : 0.085059164232585) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08635799084258883) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08444531726877191) (<class '__main__.FineGrainedBucket'> : 0.07164169047884329) (<class '__main__.FineGrainedBucket'> : 0.07579261197659252) (<class '__main__.FineGrainedBucket'> : 0.07192117094528704) (<class '__main__.FineGrainedBucket'> : 0.07733852842735059) (<class '__main__.CoarseGrainedBloomBucket'> : 0.07696034485476067) (<class '__main__.FineGrainedBucket'> : 0.07140113008343177) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08844018325886241) (<class '__main__.FineGrainedBucket'> : 0.07154791749580476) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.08229146828033833) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08429414274513314) (<class '__main__.FineGrainedBucket'> : 0.08566161653953025) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.08039831970770454) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08943658969951715) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08895564109121033) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08692999771198799) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08782124061435642) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08578992947589445) (<class '__main__.CoarseGrainedBloomBucket'> : 0.08768964394288845) 
1,1,depth-distinct,0.7308633918721307,0.009349666996620723,4,3.2596153846153846,1.2980769230769231,100.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.7308633918721307) 
2,2,depth-distinct,0.5398581556293771,0.018699333993241446,8,6.519230769230769,2.5961538461538463,200.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.4194750891910613) (<class '__main__.FineGrainedBucket'> : 0.5783256733183908) 
3,3,depth-distinct,0.42641774338628113,0.028049000989862172,12,9.778846153846153,3.894230769230769,300.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.3635192950729126) (<class '__main__.FineGrainedBucket'> : 0.41042214248339165) (<class '__main__.FineGrainedBucket'> : 0.4476996505315014) 
4,4,depth-distinct,0.35429392218635314,0.03739866798648289,16,13.038461538461538,5.1923076923076925,400.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.32704826512560964) (<class '__main__.FineGrainedBucket'> : 0.2792088545351685) (<class '__main__.FineGrainedBucket'> : 0.24777632362384094) (<class '__main__.FineGrainedBucket'> : 0.3792900722210907) 
5,5,depth-distinct,0.2577101752435028,0.04674833498310361,20,16.298076923076923,6.490384615384616,500.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.30043216220318186) (<class '__main__.FineGrainedBucket'> : 0.2637477301906062) (<class '__main__.FineGrainedBucket'> : 0.27671356510282136) (<class '__main__.FineGrainedBucket'> : 0.3162682209786175) (<class '__main__.FineGrainedBucket'> : 0.2310133619793059) 
6,6,depth-distinct,0.2371656757916321,0.056098001979724345,24,19.557692307692307,7.788461538461538,600.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.28073124445728487) (<class '__main__.FineGrainedBucket'> : 0.23968024615511446) (<class '__main__.FineGrainedBucket'> : 0.19636016033405707) (<class '__main__.FineGrainedBucket'> : 0.2666401730233782) (<class '__main__.FineGrainedBucket'> : 0.2166227398246457) (<class '__main__.FineGrainedBucket'> : 0.2262510191026622) 
7,7,depth-distinct,0.23530513956834795,0.06544766897634506,28,22.817307692307693,9.086538461538462,700.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.2675564093963926) (<class '__main__.FineGrainedBucket'> : 0.22370839102998205) (<class '__main__.FineGrainedBucket'> : 0.18736439664200477) (<class '__main__.FineGrainedBucket'> : 0.18798000021186473) (<class '__main__.FineGrainedBucket'> : 0.2620779047142086) (<class '__main__.FineGrainedBucket'> : 0.25006009333257756) (<class '__main__.FineGrainedBucket'> : 0.22219025221014085) 
8,8,depth-distinct,0.20928025107932258,0.07479733597296578,32,26.076923076923077,10.384615384615385,800.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.1750881334463517) (<class '__main__.FineGrainedBucket'> : 0.21496799308461642) (<class '__main__.FineGrainedBucket'> : 0.1776235253415065) (<class '__main__.FineGrainedBucket'> : 0.19765246308529238) (<class '__main__.FineGrainedBucket'> : 0.18230920751481056) (<class '__main__.FineGrainedBucket'> : 0.22790365356095785) (<class '__main__.FineGrainedBucket'> : 0.219127135383498) (<class '__main__.FineGrainedBucket'> : 0.2176214413118827) 
9,9,depth-distinct,0.199124276298562,0.0841470029695865,36,29.336538461538463,11.682692307692308,900.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.16883352671038576) (<class '__main__.FineGrainedBucket'> : 0.20346839878897538) (<class '__main__.FineGrainedBucket'> : 0.17012163167344463) (<class '__main__.FineGrainedBucket'> : 0.19469246068773324) (<class '__main__.FineGrainedBucket'> : 0.18799596782953737) (<class '__main__.FineGrainedBucket'> : 0.17822998352818237) (<class '__main__.FineGrainedBucket'> : 0.20845745210117034) (<class '__main__.FineGrainedBucket'> : 0.20080871810640466) (<class '__main__.FineGrainedBucket'> : 0.2109995606989603) 
10,10,depth-distinct,0.19122844778519563,0.09349666996620722,40,32.59615384615385,12.980769230769232,1000.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.16113477831815992) (<class '__main__.FineGrainedBucket'> : 0.20016060389643384) (<class '__main__.FineGrainedBucket'> : 0.1693551979536566) (<class '__main__.FineGrainedBucket'> : 0.18656064584784351) (<class '__main__.FineGrainedBucket'> : 0.19353480292095918) (<class '__main__.FineGrainedBucket'> : 0.1777781816324581) (<class '__main__.FineGrainedBucket'> : 0.17804730651717385) (<class '__main__.FineGrainedBucket'> : 0.18471341237484482) (<class '__main__.FineGrainedBucket'> : 0.17761581585665057) (<class '__main__.FineGrainedBucket'> : 0.21347301352921066) 
11,11,depth-distinct,0.1893318463056939,0.10284633696282797,44,35.855769230769226,14.278846153846153,1100.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.15701131513374553) (<class '__main__.FineGrainedBucket'> : 0.19868810078806837) (<class '__main__.FineGrainedBucket'> : 0.15744600091669766) (<class '__main__.FineGrainedBucket'> : 0.17510089268213494) (<class '__main__.FineGrainedBucket'> : 0.19945594579583534) (<class '__main__.FineGrainedBucket'> : 0.18579446292757995) (<class '__main__.FineGrainedBucket'> : 0.17973359944466955) (<class '__main__.FineGrainedBucket'> : 0.16566350780385108) (<class '__main__.FineGrainedBucket'> : 0.2005967771866681) (<class '__main__.FineGrainedBucket'> : 0.17945123275745684) (<class '__main__.FineGrainedBucket'> : 0.20805843098504198) 
12,12,depth-distinct,0.18044944251998096,0.11219600395944869,48,39.11538461538461,15.576923076923077,1200.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.15259333269832595) (<class '__main__.FineGrainedBucket'> : 0.18964430267292995) (<class '__main__.FineGrainedBucket'> : 0.1559077732774286) (<class '__main__.FineGrainedBucket'> : 0.1707956587536228) (<class '__main__.FineGrainedBucket'> : 0.12983261123072765) (<class '__main__.FineGrainedBucket'> : 0.12453563313016479) (<class '__main__.FineGrainedBucket'> : 0.18052898265017375) (<class '__main__.FineGrainedBucket'> : 0.17670626316343827) (<class '__main__.FineGrainedBucket'> : 0.14804045519830172) (<class '__main__.FineGrainedBucket'> : 0.16908118021611915) (<class '__main__.FineGrainedBucket'> : 0.17753089957359383) (<class '__main__.FineGrainedBucket'> : 0.20531137532974303) 
13,13,depth-distinct,0.1564039387320053,0.1215456709560694,52,42.375,16.875,1300.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.14823125226983577) (<class '__main__.FineGrainedBucket'> : 0.18658315995686636) (<class '__main__.FineGrainedBucket'> : 0.1490055848608312) (<class '__main__.FineGrainedBucket'> : 0.1798191086260921) (<class '__main__.FineGrainedBucket'> : 0.18245379400802697) (<class '__main__.FineGrainedBucket'> : 0.12894932247534852) (<class '__main__.FineGrainedBucket'> : 0.18464191584049056) (<class '__main__.FineGrainedBucket'> : 0.18102879661354399) (<class '__main__.FineGrainedBucket'> : 0.17466754028183656) (<class '__main__.FineGrainedBucket'> : 0.13342674017454959) (<class '__main__.FineGrainedBucket'> : 0.14377094024015652) (<class '__main__.FineGrainedBucket'> : 0.1822214487719003) (<class '__main__.FineGrainedBucket'> : 0.13961640624949975) 
14,14,depth-distinct,0.14814919801810122,0.13089533795269012,56,45.63461538461539,18.173076923076923,1400.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.14568580959493205) (<class '__main__.FineGrainedBucket'> : 0.12451649177614792) (<class '__main__.FineGrainedBucket'> : 0.14093106500568908) (<class '__main__.FineGrainedBucket'> : 0.16764040276019582) (<class '__main__.FineGrainedBucket'> : 0.1167473964027383) (<class '__main__.FineGrainedBucket'> : 0.12605898695796047) (<class '__main__.FineGrainedBucket'> : 0.127900521568002) (<class '__main__.FineGrainedBucket'> : 0.11658733045464818) (<class '__main__.FineGrainedBucket'> : 0.11769937962737156) (<class '__main__.FineGrainedBucket'> : 0.16966854120568142) (<class '__main__.FineGrainedBucket'> : 0.18392937145559565) (<class '__main__.FineGrainedBucket'> : 0.13493986241225245) (<class '__main__.FineGrainedBucket'> : 0.1765854633737141) (<class '__main__.FineGrainedBucket'> : 0.13918530288316602) 
15,15,depth-distinct,0.15207014936931076,0.14024500494931083,60,48.89423076923077,19.471153846153847,1500.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.14224231592813946) (<class '__main__.FineGrainedBucket'> : 0.1227095391488365) (<class '__main__.FineGrainedBucket'> : 0.13840363804696124) (<class '__main__.FineGrainedBucket'> : 0.16294450072624467) (<class '__main__.FineGrainedBucket'> : 0.11201553982912665) (<class '__main__.FineGrainedBucket'> : 0.127083047406532) (<class '__main__.FineGrainedBucket'> : 0.12912396441003798) (<class '__main__.FineGrainedBucket'> : 0.11796334649351856) (<class '__main__.FineGrainedBucket'> : 0.11584321596222033) (<class '__main__.FineGrainedBucket'> : 0.11863356292309339) (<class '__main__.FineGrainedBucket'> : 0.15789935564605773) (<class '__main__.FineGrainedBucket'> : 0.12193375828576608) (<class '__main__.FineGrainedBucket'> : 0.18077346900824223) (<class '__main__.FineGrainedBucket'> : 0.18016810259778848) (<class '__main__.FineGrainedBucket'> : 0.13851437981959897) 
16,16,depth-distinct,0.1314643865807806,0.14959467194593157,64,52.15384615384615,20.76923076923077,1600.0,0.0,(<class '__main__.FineGrainedBucket'> : 0.1402229996316785) (<class '__main__.FineGrainedBucket'> : 0.12078881607253034) (<class '__main__.FineGrainedBucket'> : 0.13658679091890302) (<class '__main__.FineGrainedBucket'> : 0.15520802038003165) (<class '__main__.FineGrainedBucket'> : 0.11337199037491998) (<class '__main__.FineGrainedBucket'> : 0.11842251710587341) (<class '__main__.FineGrainedBucket'> : 0.12724275626104498) (<class '__main__.FineGrainedBucket'> : 0.1274254077591279) (<class '__main__.FineGrainedBucket'> : 0.11649769496057885) (<class '__main__.FineGrainedBucket'> : 0.12066533443816792) (<class '__main__.FineGrainedBucket'> : 0.10972508432052522) (<class '__main__.FineGrainedBucket'> : 0.14514767798777733) (<class '__main__.FineGrainedBucket'> : 0.15139456719327227) (<class '__main__.FineGrainedBucket'> : 0.12401835820485016) (<class '__main__.FineGrainedBucket'> : 0.12462623627111664) (<class '__main__.FineGrainedBucket'> : 0.13373964159507656) 
17,17,depth-distinct,0.13186950235367284,0.1969892962140303,65,81.95192307692307,24.03125,1600.0,33.33333333333333,(<class '__main__.FineGrainedBucket'> : 0.13749488862859519) (<class '__main__.FineGrainedBucket'> : 0.12367324101001062) (<class '__main__.FineGrainedBucket'> : 0.1273802539412763) (<class '__main__.FineGrainedBucket'> : 0.14598393147606947) (<class '__main__.FineGrainedBucket'> : 0.11444517358451017) (<class '__main__.FineGrainedBucket'> : 0.11582967326991918) (<class '__main__.FineGrainedBucket'> : 0.12991771517681105) (<class '__main__.FineGrainedBucket'> : 0.12854059002418372) (<class '__main__.FineGrainedBucket'> : 0.11709447902978318) (<class '__main__.FineGrainedBucket'> : 0.11921096840555914) (<class '__main__.FineGrainedBucket'> : 0.11934924510422316) (<class '__main__.FineGrainedBucket'> : 0.1071882435482266) (<class '__main__.FineGrainedBucket'> : 0.13204278499422223) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1658515881927492) (<class '__main__.FineGrainedBucket'> : 0.12442141676077806) (<class '__main__.FineGrainedBucket'> : 0.12497846374714813) (<class '__main__.FineGrainedBucket'> : 0.13137258431051263) 
18,18,depth-distinct,0.12983128317660322,0.206338963210651,69,85.21153846153847,25.329326923076923,1700.0,33.33333333333333,(<class '__main__.FineGrainedBucket'> : 0.13456114707276026) (<class '__main__.FineGrainedBucket'> : 0.11914448653843569) (<class '__main__.FineGrainedBucket'> : 0.12591387143777283) (<class '__main__.CoarseGrainedBloomBucket'> : 0.13775452149942477) (<class '__main__.FineGrainedBucket'> : 0.1100566078873048) (<class '__main__.FineGrainedBucket'> : 0.11126895792151913) (<class '__main__.FineGrainedBucket'> : 0.12754709048882562) (<class '__main__.FineGrainedBucket'> : 0.12475879913206087) (<class '__main__.FineGrainedBucket'> : 0.12901459475276555) (<class '__main__.FineGrainedBucket'> : 0.11781194445097301) (<class '__main__.FineGrainedBucket'> : 0.11493101406206771) (<class '__main__.FineGrainedBucket'> : 0.11627254596030671) (<class '__main__.FineGrainedBucket'> : 0.10779325850966699) (<class '__main__.FineGrainedBucket'> : 0.1243458360424946) (<class '__main__.FineGrainedBucket'> : 0.1523228300606452) (<class '__main__.FineGrainedBucket'> : 0.1293426654058422) (<class '__main__.FineGrainedBucket'> : 0.12310794068352882) (<class '__main__.FineGrainedBucket'> : 0.13075293038556737) 
19,19,depth-distinct,0.1279655597472662,0.29177854475022774,67,141.5480769230769,30.55528846153846,1600.0,100.0,(<class '__main__.CoarseGrainedBloomBucket'> : 0.13144401813878764) (<class '__main__.FineGrainedBucket'> : 0.11466642473336641) (<class '__main__.FineGrainedBucket'> : 0.1267143202116176) (<class '__main__.CoarseGrainedBloomBucket'> : 0.13207263841606942) (<class '__main__.FineGrainedBucket'> : 0.10683165944942154) (<class '__main__.FineGrainedBucket'> : 0.11422361736885317) (<class '__main__.FineGrainedBucket'> : 0.11593130470669438) (<class '__main__.FineGrainedBucket'> : 0.13435305454621857) (<class '__main__.FineGrainedBucket'> : 0.1277131110953737) (<class '__main__.FineGrainedBucket'> : 0.1160342333525429) (<class '__main__.FineGrainedBucket'> : 0.11884025763062357) (<class '__main__.FineGrainedBucket'> : 0.12275012399298382) (<class '__main__.FineGrainedBucket'> : 0.10832007307557741) (<class '__main__.FineGrainedBucket'> : 0.10192776268461717) (<class '__main__.FineGrainedBucket'> : 0.12104639688521805) (<class '__main__.CoarseGrainedBloomBucket'> : 0.14110093888680358) (<class '__main__.FineGrainedBucket'> : 0.12855821487330554) (<class '__main__.FineGrainedBucket'> : 0.1238357603895761) (<class '__main__.FineGrainedBucket'> : 0.13137258431051263) 
20,20,depth-distinct,0.12492831286554494,0.45330804083276055,59,250.96153846153845,39.70913461538462,1300.0,233.33333333333334,(<class '__main__.CoarseGrainedBloomBucket'> : 0.12581608886255746) (<class '__main__.FineGrainedBucket'> : 0.11001450792748009) (<class '__main__.CoarseGrainedBloomBucket'> : 0.12879028374062249) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1299622473487186) (<class '__main__.FineGrainedBucket'> : 0.10563075417831098) (<class '__main__.FineGrainedBucket'> : 0.11309899490039509) (<class '__main__.FineGrainedBucket'> : 0.11358513542837097) (<class '__main__.CoarseGrainedBloomBucket'> : 0.12210937579034188) (<class '__main__.FineGrainedBucket'> : 0.1250297033628399) (<class '__main__.CoarseGrainedBloomBucket'> : 0.12733024810817006) (<class '__main__.FineGrainedBucket'> : 0.11658535388474381) (<class '__main__.FineGrainedBucket'> : 0.1131210448818984) (<class '__main__.FineGrainedBucket'> : 0.12548645596188468) (<class '__main__.FineGrainedBucket'> : 0.1062367634312803) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1355259755849459) (<class '__main__.FineGrainedBucket'> : 0.12062492686585106) (<class '__main__.FineGrainedBucket'> : 0.1226570215444833) (<class '__main__.CoarseGrainedBloomBucket'> : 0.12674189768217714) (<class '__main__.FineGrainedBucket'> : 0.1263872060353963) (<class '__main__.FineGrainedBucket'> : 0.1290476839641794) 
21,21,depth-distinct,0.11946823866628364,1.275358445363116,51,652.5913461538462,125.09375,1000.0,360.0,(<class '__main__.CoarseGrainedBloomBucket'> : 0.11825611809304912) (<class '__main__.FineGrainedBucket'> : 0.1053806134648111) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1200807623098456) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11872387149418355) (<class '__main__.FineGrainedBucket'> : 0.09561677103227242) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10388635741502017) (<class '__main__.FineGrainedBucket'> : 0.11337063449915949) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11087829399228319) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.11465868182606533) (<class '__main__.FineGrainedBucket'> : 0.07608475706355948) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10829118716916276) (<class '__main__.FineGrainedBucket'> : 0.12007155330930981) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10703903922780139) (<class '__main__.FineGrainedBucket'> : 0.11305730797793677) (<class '__main__.FineGrainedBucket'> : 0.10912034090319808) (<class '__main__.CoarseGrainedBloomBucket'> : 0.12173505504263664) (<class '__main__.FineGrainedBucket'> : 0.10761500041446992) (<class '__main__.FineGrainedBucket'> : 0.12240424871465133) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11844717129080207) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11917319180537318) (<class '__main__.FineGrainedBucket'> : 0.12821488435002018) 
22,22,depth-distinct,0.11532974969723855,1.4749328987171269,40,788.5432692307693,136.21153846153845,600.0,526.6666666666666,(<class '__main__.CoarseGrainedBloomBucket'> : 0.11281653833246845) (<class '__main__.FineGrainedBucket'> : 0.10559127318313957) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10973479024824723) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11325688470670903) (<class '__main__.FineGrainedBucket'> : 0.09489882566341898) (<class '__main__.CoarseGrainedBloomBucket'> : 0.09974850098749018) (<class '__main__.FineGrainedBucket'> : 0.1094072565721911) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10837539796775426) (<class '__main__.FineGrainedBucket'> : 0.07499210382868723) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1148728747409396) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10759030536195335) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11023885359127984) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11515803227669867) (<class '__main__.CoarseGrainedBloomBucket'> : 0.10850989237793267) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1074822789615016) (<class '__main__.FineGrainedBucket'> : 0.10872322852088384) (<class '__main__.CoarseGrainedCountingBloomBucket'> : 0.1142603304267678) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11605862644990628) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1168588917702893) (<class '__main__.CoarseGrainedBloomBucket'> : 0.1122969390984023) (<class '__main__.CoarseGrainedBloomBucket'> : 0.11511982291799139) (<class '__main__.FineGrainedBucket'> : 0.124294943297354) 
