1,8787938
2,8787188
3,8786438
4,8785688
5,8785125
6,8784376
7,8783626
8,8782876
9,8782126
10,8781377
11,8780627
12,8780065
13,8779315
14,8778566
15,8777816
16,8777067
17,8776317
18,8775568
19,8775006
20,8774256
21,8773507
22,8772758
23,8772008
24,8771259
25,8770510
26,8769948
27,8769199
28,8768450
29,8767700
30,8766951
31,8766202
32,8765453
33,8764892
34,8764143
35,8763394
36,8762645
37,8761896
38,8761147
39,8760398
40,8759837
41,8759088
42,8758339
43,8757591
44,8756842
45,8756093
46,8755345
47,8754783
48,8754035
49,8753286
50,8752538
51,8751790
52,8751041
53,8750293
54,8749732
55,8748983
56,8748235
57,8747487
58,8746739
59,8745990
60,8745242
61,8744681
62,8743933
63,8743185
64,8742437
65,8741689
66,8740941
67,8740193
68,8739632
69,8738884
70,8738136
71,8737389
72,8736641
73,8735893
74,8735145
75,8734585
76,8733837
77,8733089
78,8732342
79,8731594
80,8730847
81,8730099
82,8729539
83,8728791
84,8728044
85,8727296
86,8726549
87,8725802
88,8725054
89,8724307
90,8723747
91,8723000
92,8722252
93,8721505
94,8720758
95,8720011
96,8719264
97,8718704
98,8717957
99,8717210
100,8716463
101,8715716
102,8714969
103,8714223
104,8713662
105,8712916
106,8712169
107,8711422
108,8710676
109,8709929
110,8709182
111,8708622
112,8707876
113,8707129
114,8706383
115,8705636
116,8704890
117,8704144
118,8703584
119,8702838
120,8702091
121,8701345
122,8700599
123,8699853
124,8699106
125,8698547
126,8697801
127,8697055
128,8696309
129,8695563
130,8694817
131,8694071
132,8693511
133,8692765
134,8692019
135,8691274
136,8690528
137,8689782
138,8689036
139,8688477
140,8687731
141,8686986
142,8686240
143,8685494
144,8684749
145,8684003
146,8683444
147,8682699
148,8681953
149,8681208
150,8680463
151,8679717
152,8678972
153,8678413
154,8677668
155,8676923
156,8676177
157,8675432
158,8674687
159,8673942
160,8673383
161,8672638
162,8671893
163,8671148
164,8670403
165,8669658
166,8668913
167,8668355
168,8667610
169,8666865
170,8666120
171,8665376
172,8664631
173,8663886
174,8663328
175,8662583
176,8661839
177,8661094
178,8660350
179,8659605
180,8658861
181,8658303
182,8657558
183,8656814
184,8656069
185,8655325
186,8654581
187,8653837
188,8653279
189,8652534
190,8651790
191,8651046
192,8650302
193,8649558
194,8648814
195,8648256
196,8647512
197,8646768
198,8646024
199,8645280
200,8644537
201,8643793
202,8643235
203,8642491
204,8641748
205,8641004
206,8640260
207,8639517
208,8638773
209,8638215
210,8637472
211,8636728
212,8635985
213,8635241
214,8634498
215,8633755
216,8633197
217,8632454
218,8631711
219,8630967
220,8630224
221,8629481
222,8628738
223,8628181
224,8627437
225,8626694
226,8625951
227,8625208
228,8624465
229,8623722
230,8623165
231,8622422
232,8621680
233,8620937
234,8620194
235,8619451
236,8618709
237,8618152
238,8617409
239,8616666
240,8615924
241,8615181
242,8614439
243,8613696
244,8613139
245,8612397
246,8611654
247,8610912
248,8610170
249,8609427
250,8608685
251,8607943
252,8607386
253,8606644
254,8605902
255,8605160
256,8604418
257,8603676
258,8602934
259,8602377
260,8601635
261,8600893
262,8600151
263,8599409
264,8598667
265,8597926
266,8597369
267,8596628
268,8595886
269,8595144
270,8594402
271,8593661
272,8592919
273,8592363
274,8591621
275,8590880
276,8590138
277,8589397
278,8588656
279,8587914
280,8587358
281,8586617
282,8585876
283,8585134
284,8584393
285,8583652
286,8582911
287,8582355
288,8581614
289,8580873
290,8580132
291,8579391
292,8578650
293,8577909
294,8577353
295,8576612
296,8575871
297,8575130
298,8574390
299,8573649
300,8572908
301,8572353
302,8571612
303,8570871
304,8570131
305,8569390
306,8568649
307,8567909
308,8567354
309,8566613
310,8565873
311,8565132
312,8564392
313,8563652
314,8562911
315,8562356
316,8561616
317,8560876
318,8560135
319,8559395
320,8558655
321,8557915
322,8557360
323,8556620
324,8555880
325,8555140
326,8554400
327,8553660
328,8552920
329,8552365
330,8551626
331,8550886
332,8550146
333,8549406
334,8548667
335,8547927
336,8547372
337,8546633
338,8545893
339,8545154
340,8544414
341,8543675
342,8542935
343,8542381
344,8541641
345,8540902
346,8540163
347,8539423
348,8538684
349,8537945
350,8537390
351,8536651
352,8535912
353,8535173
354,8534434
355,8533695
356,8532956
357,8532402
358,8531663
359,8530924
360,8530185
361,8529446
362,8528707
363,8527968
364,8527414
365,8526676
366,8525937
367,8525198
368,8524460
369,8523721
370,8522982
371,8522428
372,8521690
373,8520951
374,8520213
375,8519475
376,8518736
377,8517998
378,8517444
379,8516706
380,8515968
381,8515229
382,8514491
383,8513753
384,8513015
385,8512461
386,8511723
387,8510985
388,8510247
389,8509509
390,8508771
391,8508033
392,8507480
393,8506742
394,8506004
395,8505266
396,8504528
397,8503791
398,8503053
399,8502500
400,8501762
401,8501024
402,8500287
403,8499549
404,8498812
405,8498074
406,8497521
407,8496784
408,8496046
409,8495309
410,8494572
411,8493834
412,8493097
413,8492544
414,8491807
415,8491070
416,8490332
417,8489595
418,8488858
419,8488121
420,8487384
421,8486831
422,8486094
423,8485357
424,8484621
425,8483884
426,8483147
427,8482410
428,8481857
429,8481121
430,8480384
431,8479647
432,8478911
433,8478174
434,8477437
435,8476885
436,8476148
437,8475412
438,8474675
439,8473939
440,8473203
441,8472466
442,8471914
443,8471178
444,8470441
445,8469705
446,8468969
447,8468233
448,8467496
449,8466944
450,8466208
451,8465472
452,8464736
453,8464000
454,8463264
455,8462528
456,8461976
457,8461240
458,8460504
459,8459769
460,8459033
461,8458297
462,8457561
463,8457009
464,8456274
465,8455538
466,8454803
467,8454067
468,8453331
469,8452596
470,8452044
471,8451309
472,8450573
473,8449838
474,8449103
475,8448367
476,8447632
477,8447080
478,8446345
479,8445610
480,8444875
481,8444140
482,8443405
483,8442669
484,8442118
485,8441383
486,8440648
487,8439913
488,8439178
489,8438443
490,8437708
491,8437157
492,8436423
493,8435688
494,8434953
495,8434218
496,8433484
497,8432749
498,8432198
499,8431463
500,8430729
501,8429994
502,8429260
503,8428525
504,8427791
505,8427240
506,8426506
507,8425771
508,8425037
509,8424303
510,8423568
511,8422834
512,8422284
513,8421549
514,8420815
515,8420081
516,8419347
517,8418613
518,8417879
519,8417329
520,8416595
521,8415861
522,8415127
523,8414393
524,8413659
525,8412925
526,8412192
527,8411641
528,8410908
